,t,D1,D2,S1,S2,Q1,Q2,I,x1,x2,x3,C
846,846.0,2.8574658004240372e-33,6.615271297157406e-32,6.797392669528676e-05,0.001113547610049762,250.72613926081837,1.5783794694949491,1.9929780004006207e-05,0.0003801331659665067,2.2819689080443095e-08,2.3813720131615535e-06,22.27111147414121
847,847.0,2.7869142922350298e-33,6.458906266234342e-32,6.674920672879703e-05,0.0010946979079105538,250.8153925313692,1.5695393562039675,1.9592619498834895e-05,0.00037785981037947026,2.243432975273868e-08,2.3413595624152073e-06,22.27950207287308
848,848.0,2.7181047182919264e-33,6.306229895367317e-32,6.554655316184172e-05,0.0010761659636771065,250.90431989610474,1.5607463138480777,1.9261138765295516e-05,0.0003756000438016429,2.2055448889657778e-08,2.3020158962263156e-06,22.28786195705008
849,849.0,2.6509940697947476e-33,6.157155358098492e-32,6.436556841283812e-05,0.0010579464461269613,250.99292260531317,1.5520001174501554,1.893524258531929e-05,0.0003733537851159013,2.1682938139026207e-08,2.26332990416572e-06,22.296191244404007
850,850.0,2.585540399841858e-33,6.01159786686578e-32,6.320586206363383e-05,0.0010400341129944007,251.0812019045044,1.5433005428240272,1.8614837328194314e-05,0.00037112095368747357,2.1316690950034157e-08,2.225290659061699e-06,22.3044900522221
851,851.0,2.5217027972114134e-33,5.869474625251281e-32,6.206705073043931e-05,0.0010224238094955684,251.1691590344252,1.534647366575186,1.8299830924275802e-05,0.00036890146936110113,2.095660254349839e-08,2.1878874140030355e-06,22.312758497348334
852,852.0,2.4594413607901803e-33,5.730704781344843e-32,6.094875793708658e-05,0.001005110466877861,251.25679523107394,1.5260403661014483,1.7990132839128453e-05,0.0003666952524582183,2.0602569882611373e-08,2.151109599390604e-06,22.320996696184746
853,853.0,2.3987171746336655e-33,5.595209382196643e-32,5.9850613990570705e-05,0.0009880891009931903,251.34411172571566,1.5174793195935516,1.76856540480937e-05,0.0003645022237741471,2.0254491644169197e-08,2.114946820036672e-06,22.32920476469275
854,854.0,2.3394922836420704e-33,5.462911329333625e-32,5.877225585883439e-05,0.0009713548108947314,251.4311097448969,1.5089640060357017,1.7386307011275248e-05,0.00036232230457530865,1.991226819027083e-08,2.07938885231118e-06,22.33738281839444
855,855.0,2.2817296698367762e-33,5.333735335314876e-32,5.771332705075418e-05,0.0009549027774567702,251.517790510461,1.5004942052060604,1.709200564893567e-05,0.0003601554165964497,1.9575801540480757e-08,2.04442564133423e-06,22.345530972373922
